0 	284.044
0.00217143 	286.177
0.00434286 	288.066
0.00651429 	289.415
0.00868571 	290.195
0.0108571 	290.654
0.0130286 	290.963
0.0152 	291.194
0.0173714 	291.381
0.0195429 	291.54
0.0217143 	291.68
0.0238857 	291.807
0.0260571 	291.929
0.0282286 	292.049
0.0304 	292.168
0.0325714 	292.285
0.0347429 	292.401
0.0369143 	292.515
0.0390857 	292.628
0.0412571 	292.741
0.0434286 	292.852
0.0456 	292.963
0.0477714 	293.074
0.0499429 	293.183
0.0521143 	293.292
0.0542857 	293.405
0.0564571 	293.53
0.0586286 	293.672
0.0608 	293.843
0.0629714 	294.06
0.0651429 	294.361
0.0673143 	294.827
0.0694857 	295.646
0.0716571 	297.047
0.0738286 	298.959
0.076 	301.085
