0 	283.439
0.00217143 	285.568
0.00434286 	287.457
0.00651429 	288.826
0.00868571 	289.636
0.0108571 	290.115
0.0130286 	290.434
0.0152 	290.67
0.0173714 	290.857
0.0195429 	291.011
0.0217143 	291.142
0.0238857 	291.259
0.0260571 	291.367
0.0282286 	291.468
0.0304 	291.564
0.0325714 	291.654
0.0347429 	291.738
0.0369143 	291.818
0.0390857 	291.893
0.0412571 	291.965
0.0434286 	292.034
0.0456 	292.101
0.0477714 	292.166
0.0499429 	292.229
0.0521143 	292.293
0.0542857 	292.359
0.0564571 	292.434
0.0586286 	292.525
0.0608 	292.646
0.0629714 	292.824
0.0651429 	293.11
0.0673143 	293.619
0.0694857 	294.552
0.0716571 	296.035
0.0738286 	297.937
0.076 	300.046
