0 	286.235
0.00217143 	288.251
0.00434286 	290.136
0.00651429 	291.569
0.00868571 	292.437
0.0108571 	292.905
0.0130286 	293.172
0.0152 	293.343
0.0173714 	293.463
0.0195429 	293.556
0.0217143 	293.635
0.0238857 	293.706
0.0260571 	293.776
0.0282286 	293.846
0.0304 	293.917
0.0325714 	293.991
0.0347429 	294.067
0.0369143 	294.146
0.0390857 	294.228
0.0412571 	294.313
0.0434286 	294.404
0.0456 	294.5
0.0477714 	294.601
0.0499429 	294.707
0.0521143 	294.819
0.0542857 	294.94
0.0564571 	295.077
0.0586286 	295.235
0.0608 	295.428
0.0629714 	295.672
0.0651429 	296.003
0.0673143 	296.502
0.0694857 	297.348
0.0716571 	298.759
0.0738286 	300.671
0.076 	302.798
