0 	0 	0 	0
0.00217143 	-4.05871e-05 	-0.109514 	-2.28829e-05
0.00434286 	-0.000143209 	-0.154448 	-8.33825e-05
0.00651429 	-0.000207829 	-0.159566 	-0.000147577
0.00868571 	-0.000195553 	-0.149174 	-0.000181074
0.0108571 	-0.000219695 	-0.137334 	-0.00018667
0.0130286 	-0.000316039 	-0.126816 	-0.00017937
0.0152 	-0.000446434 	-0.117376 	-0.000166631
0.0173714 	-0.000585052 	-0.108582 	-0.000151878
0.0195429 	-0.000718613 	-0.100113 	-0.000136837
0.0217143 	-0.000840792 	-0.0916934 	-0.000122283
0.0238857 	-0.000949364 	-0.083014 	-0.000108386
0.0260571 	-0.00104375 	-0.0738142 	-9.51396e-05
0.0282286 	-0.00112284 	-0.0640111 	-8.26027e-05
0.0304 	-0.00118547 	-0.053671 	-7.11378e-05
0.0325714 	-0.00123052 	-0.0429182 	-6.08542e-05
0.0347429 	-0.00125701 	-0.0318846 	-5.15928e-05
0.0369143 	-0.0012648 	-0.0206933 	-4.33678e-05
0.0390857 	-0.0012535 	-0.00946771 	-3.60707e-05
0.0412571 	-0.00122402 	0.00179012 	-2.95159e-05
0.0434286 	-0.0011788 	0.0130675 	-2.3524e-05
0.0456 	-0.00111961 	0.0242203 	-1.7946e-05
0.0477714 	-0.00104815 	0.0351143 	-1.25962e-05
0.0499429 	-0.000967393 	0.0456369 	-7.2411e-06
0.0521143 	-0.000881108 	0.0557402 	-1.58279e-06
0.0542857 	-0.00079185 	0.0655287 	4.7579e-06
0.0564571 	-0.000700901 	0.07525 	1.22314e-05
0.0586286 	-0.000609347 	0.085136 	2.12421e-05
0.0608 	-0.000518755 	0.0953549 	3.20925e-05
0.0629714 	-0.000432005 	0.1061 	4.50168e-05
0.0651429 	-0.000354536 	0.117637 	6.01541e-05
0.0673143 	-0.000298194 	0.130163 	7.73185e-05
0.0694857 	-0.000261218 	0.14202 	9.41813e-05
0.0716571 	-0.000183522 	0.14136 	9.94156e-05
0.0738286 	-6.42136e-05 	0.102402 	7.3555e-05
0.076 	0 	0 	0
