0 	284.535
0.00217143 	286.665
0.00434286 	288.553
0.00651429 	289.896
0.00868571 	290.666
0.0108571 	291.114
0.0130286 	291.414
0.0152 	291.639
0.0173714 	291.82
0.0195429 	291.975
0.0217143 	292.112
0.0238857 	292.239
0.0260571 	292.362
0.0282286 	292.485
0.0304 	292.609
0.0325714 	292.734
0.0347429 	292.86
0.0369143 	292.985
0.0390857 	293.111
0.0412571 	293.236
0.0434286 	293.361
0.0456 	293.487
0.0477714 	293.611
0.0499429 	293.734
0.0521143 	293.856
0.0542857 	293.984
0.0564571 	294.122
0.0586286 	294.278
0.0608 	294.462
0.0629714 	294.691
0.0651429 	294.998
0.0673143 	295.463
0.0694857 	296.266
0.0716571 	297.649
0.0738286 	299.56
0.076 	301.691
