0 	282.322
0.00217143 	284.433
0.00434286 	286.303
0.00651429 	287.708
0.00868571 	288.587
0.0108571 	289.112
0.0130286 	289.452
0.0152 	289.691
0.0173714 	289.867
0.0195429 	290.003
0.0217143 	290.108
0.0238857 	290.189
0.0260571 	290.251
0.0282286 	290.296
0.0304 	290.324
0.0325714 	290.338
0.0347429 	290.338
0.0369143 	290.327
0.0390857 	290.305
0.0412571 	290.275
0.0434286 	290.239
0.0456 	290.198
0.0477714 	290.151
0.0499429 	290.102
0.0521143 	290.053
0.0542857 	290.011
0.0564571 	289.989
0.0586286 	290.008
0.0608 	290.111
0.0629714 	290.355
0.0651429 	290.8
0.0673143 	291.504
0.0694857 	292.543
0.0716571 	293.968
0.0738286 	295.768
0.076 	297.841
