0 	288.324
0.00217143 	290.261
0.00434286 	292.055
0.00651429 	293.476
0.00868571 	294.519
0.0108571 	295.233
0.0130286 	295.684
0.0152 	295.926
0.0173714 	296.02
0.0195429 	296.029
0.0217143 	295.997
0.0238857 	295.948
0.0260571 	295.895
0.0282286 	295.842
0.0304 	295.795
0.0325714 	295.753
0.0347429 	295.717
0.0369143 	295.689
0.0390857 	295.671
0.0412571 	295.664
0.0434286 	295.67
0.0456 	295.69
0.0477714 	295.726
0.0499429 	295.777
0.0521143 	295.846
0.0542857 	295.936
0.0564571 	296.048
0.0586286 	296.192
0.0608 	296.379
0.0629714 	296.632
0.0651429 	296.991
0.0673143 	297.544
0.0694857 	298.462
0.0716571 	299.906
0.0738286 	301.796
0.076 	303.907
