0 	0 	0 	0
0.00217143 	-3.96724e-07 	-0.107843 	1.81012e-05
0.00434286 	1.3594e-06 	-0.147827 	2.84563e-05
0.00651429 	2.62765e-05 	-0.148603 	3.12162e-05
0.00868571 	6.99422e-05 	-0.137605 	3.20288e-05
0.0108571 	0.00011131 	-0.126008 	3.31888e-05
0.0130286 	0.000150045 	-0.115165 	3.48291e-05
0.0152 	0.000189012 	-0.104895 	3.67864e-05
0.0173714 	0.000228573 	-0.0949646 	3.88756e-05
0.0195429 	0.000268379 	-0.0852011 	4.09174e-05
0.0217143 	0.000307633 	-0.0754834 	4.27494e-05
0.0238857 	0.000345721 	-0.0656116 	4.42472e-05
0.0260571 	0.000382448 	-0.0552743 	4.53161e-05
0.0282286 	0.000416995 	-0.0442913 	4.58472e-05
0.0304 	0.000447724 	-0.0327078 	4.57221e-05
0.0325714 	0.00047293 	-0.0206734 	4.48637e-05
0.0347429 	0.000491397 	-0.00835802 	4.32515e-05
0.0369143 	0.000502228 	0.00407984 	4.09211e-05
0.0390857 	0.000504944 	0.0165505 	3.79485e-05
0.0412571 	0.000499657 	0.0289715 	3.44517e-05
0.0434286 	0.000486795 	0.0412 	3.05979e-05
0.0456 	0.000466973 	0.0530716 	2.65765e-05
0.0477714 	0.000441222 	0.0644034 	2.2589e-05
0.0499429 	0.000411129 	0.0750425 	1.8822e-05
0.0521143 	0.000377893 	0.0849657 	1.53977e-05
0.0542857 	0.000341629 	0.0943822 	1.23556e-05
0.0564571 	0.00030198 	0.103614 	9.7202e-06
0.0586286 	0.000259479 	0.112876 	7.57053e-06
0.0608 	0.000215396 	0.122316 	6.00553e-06
0.0629714 	0.000171006 	0.132139 	5.08635e-06
0.0651429 	0.000127849 	0.142602 	4.69805e-06
0.0673143 	8.74116e-05 	0.153826 	4.54333e-06
0.0694857 	5.50611e-05 	0.163769 	3.84219e-06
0.0716571 	3.82721e-05 	0.159287 	1.62019e-06
0.0738286 	2.14021e-05 	0.113379 	-9.64309e-07
0.076 	0 	0 	0
