0 	292.581
0.00217143 	294.511
0.00434286 	296.206
0.00651429 	297.454
0.00868571 	298.288
0.0108571 	298.803
0.0130286 	299.099
0.0152 	299.256
0.0173714 	299.326
0.0195429 	299.34
0.0217143 	299.321
0.0238857 	299.282
0.0260571 	299.228
0.0282286 	299.166
0.0304 	299.097
0.0325714 	299.023
0.0347429 	298.945
0.0369143 	298.865
0.0390857 	298.784
0.0412571 	298.703
0.0434286 	298.622
0.0456 	298.545
0.0477714 	298.476
0.0499429 	298.419
0.0521143 	298.381
0.0542857 	298.367
0.0564571 	298.386
0.0586286 	298.452
0.0608 	298.586
0.0629714 	298.816
0.0651429 	299.189
0.0673143 	299.791
0.0694857 	300.765
0.0716571 	302.198
0.0738286 	304.033
0.076 	306.119
